Date,META_Close,META_Return,META_Position
2018-01-03,183.38897705078125,0.01791427420785774,0
2018-01-04,183.05133056640625,-0.0018411492871870383,0
2018-01-05,185.55384826660156,0.013671125429418618,0
2018-01-08,186.9739227294922,0.007653166324258942,0
2018-01-09,186.56675720214844,-0.002177659437208379,0
2018-01-10,186.53695678710938,-0.00015973057304508043,0
2018-01-11,186.4674530029297,-0.0003726006115721825,0
2018-01-12,178.125732421875,-0.044735531304348486,0
2018-01-16,177.15252685546875,-0.005463587731958319,0
2018-01-17,176.36802673339844,-0.004428387988562821,0
2018-01-18,178.55276489257812,0.012387382223662202,0
2018-01-19,180.0323944091797,0.008286791400243798,0
2018-01-22,184.08412170410156,0.022505545783683134,0
2018-01-23,188.03651428222656,0.021470578459114043,0
2018-01-24,185.25592041015625,-0.014787520831708645,0
2018-01-25,186.17945861816406,0.004985202124515586,0
2018-01-26,188.68199157714844,0.01344150948530154,0
2018-01-29,184.68988037109375,-0.0211578814315323,0
2018-01-30,185.8219757080078,0.006129709622635371,0
2018-01-31,185.5935516357422,-0.0012292629620113127,0
2018-02-01,191.75054931640625,0.03317463148045241,0
2018-02-02,188.96006774902344,-0.014552665310899604,0
2018-02-05,180.0026397705078,-0.04740381438904262,0
2018-02-06,184.02452087402344,0.022343456232882364,0
2018-02-07,178.93011474609375,-0.027683300593496107,0
2018-02-08,170.38978576660156,-0.04772996983549205,0
2018-02-09,174.88833618164062,0.026401526328585945,0
2018-02-12,175.18626403808594,0.0017035318818281464,0
2018-02-13,171.94888305664062,-0.01847965078324576,0
2018-02-14,178.27467346191406,0.036788784508647865,0
2018-02-15,178.71165466308594,0.0024511681479266745,0
2018-02-16,176.12966918945312,-0.014447773305554579,0
2018-02-20,174.78904724121094,-0.007611562290508522,1
2018-02-21,176.6758575439453,0.010794785671727869,1
2018-02-22,177.7483673095703,0.006070494183724184,1
2018-02-23,182.01853942871094,0.024023692502916694,1
2018-02-26,183.64715576171875,0.00894752995007786,0
2018-02-27,180.20126342773438,-0.01876365751319009,0
2018-02-28,177.0830535888672,-0.017304039824990847,0
2018-03-01,174.7195281982422,-0.013346987996448179,1
2018-03-02,175.39479064941406,0.003864836736542143,1
2018-03-05,179.14859008789062,0.02140200073547116,1
2018-03-06,178.5328826904297,-0.0034368531572527283,0
2018-03-07,182.43563842773438,0.02186015079402459,0
2018-03-08,181.0751190185547,-0.007457530890920827,0
2018-03-09,183.94508361816406,0.015849580081266135,0
2018-03-12,183.4783172607422,-0.002537531029591422,0
2018-03-13,180.61831665039062,-0.015587676260880423,0
2018-03-14,182.91229248046875,0.012700682149078046,0
2018-03-15,182.58457946777344,-0.0017916401803903526,0
2018-03-16,183.80604553222656,0.006689864324871619,0
2018-03-19,171.36297607421875,-0.0676967366442045,0
2018-03-20,166.9835662841797,-0.02555633597389384,1
2018-03-21,168.2149658203125,0.007374375595962324,1
2018-03-22,163.74618530273438,-0.026565891422239307,1
2018-03-23,158.2843475341797,-0.0333555115098213,1
2018-03-26,158.94967651367188,0.004203378223159637,1
2018-03-27,151.1640625,-0.04898162855337551,1
2018-03-28,151.96844482421875,0.005321253682360805,1
2018-03-29,158.6815643310547,0.0441744305181313,1
2018-04-02,154.31207275390625,-0.02753622700638647,1
2018-04-03,155.02708435058594,0.00463354281955608,1
2018-04-04,154.0240936279297,-0.006469777373791286,1
2018-04-05,158.23464965820312,0.02733699599261863,1
2018-04-06,156.1095428466797,-0.01343009774479742,1
2018-04-09,156.83445739746094,0.004643627401389683,1
2018-04-10,163.8951416015625,0.04501998043840505,1
2018-04-11,165.166259765625,0.007755679342543731,1
2018-04-12,162.73326110839844,-0.014730603336777448,1
2018-04-13,163.37872314453125,0.003966380515799228,1
2018-04-16,163.68661499023438,0.0018845284121282724,1
2018-04-17,167.49002075195312,0.023235899660736914,1
2018-04-18,165.2060089111328,-0.013636704029088675,1
2018-04-19,166.93392944335938,0.010459186948557297,1
2018-04-20,165.12655639648438,-0.01082687655470449,1
2018-04-23,164.6895751953125,-0.0026463411501336243,1
2018-04-24,158.58226013183594,-0.03708379875431478,1
2018-04-25,158.58226013183594,0.0,1
2018-04-26,172.95188903808594,0.09061309186982158,1
2018-04-27,172.38583374023438,-0.0032729061301371987,1
2018-04-30,170.80686950683594,-0.009159477894092771,1
2018-05-01,172.6539764404297,0.010814008470074077,1
2018-05-02,174.84861755371094,0.012711210934886585,1
2018-05-03,172.81283569335938,-0.01164311098843085,1
2018-05-04,175.38490295410156,0.014883542940676397,1
2018-05-07,176.73544311523438,0.007700435661136984,1
2018-05-08,177.67884826660156,0.005337951090840676,1
2018-05-09,181.39291381835938,0.02090325093837264,1
2018-05-10,184.24301147460938,0.015712287741868503,1
2018-05-11,185.69288635253906,0.007869361591115176,1
2018-05-14,185.34530639648438,-0.001871800061283957,1
2018-05-15,183.04141235351562,-0.012430279934040223,1
2018-05-16,181.92916870117188,-0.006076459081268637,1
2018-05-17,182.48529052734375,0.003056804085579845,1
2018-05-18,181.41278076171875,-0.0058772395436677005,1
2018-05-21,183.21022033691406,0.009908009610172908,1
2018-05-22,182.52500915527344,-0.0037400270595197016,1
2018-05-23,185.60353088378906,0.016866300912751875,1
2018-05-24,184.64022827148438,-0.005190109302973478,1
2018-05-25,183.63723754882812,-0.005432135412990924,1
2018-05-29,184.45155334472656,0.0044343718450998715,1
2018-05-30,186.3681640625,0.010390862440672555,1
2018-05-31,190.4496612548828,0.02190018457773757,1
2018-06-01,192.64431762695312,0.011523550935242488,1
2018-06-04,191.9392547607422,-0.003659920390573168,1
2018-06-05,191.6016082763672,-0.0017591319961927088,1
2018-06-06,190.0126953125,-0.008292795546764542,1
2018-06-07,186.87460327148438,-0.016515170398770596,1
2018-06-08,187.7882537841797,0.004889110112881401,1
2018-06-11,190.21127319335938,0.012902933811634432,1
2018-06-12,191.06536865234375,0.004490246264826414,1
2018-06-13,191.07525634765625,5.175032703341742e-05,1
2018-06-14,195.4447784423828,0.022868068729821944,1
2018-06-15,194.49139404296875,-0.004878024406751447,1
2018-06-18,196.9343719482422,0.012560853488117418,1
2018-06-19,196.1200408935547,-0.00413503771145407,1
2018-06-20,200.59873962402344,0.022836517420978808,1
2018-06-21,200.10223388671875,-0.0024751189276427388,1
2018-06-22,200.34056091308594,0.0011910263155887613,1
2018-06-25,194.98794555664062,-0.026717581961684944,1
2018-06-26,197.6195526123047,0.013496255105162946,1
2018-06-27,194.4814910888672,-0.01587930689021355,1
2018-06-28,194.8687744140625,0.0019913634095820587,1
2018-06-29,192.97203063964844,-0.009733441286923772,1
2018-07-02,195.99093627929688,0.015644265283635272,1
2018-07-03,191.39305114746094,-0.023459682468600085,1
2018-07-05,197.07334899902344,0.02967870472573253,1
2018-07-06,201.82022094726562,0.024086828444092268,1
2018-07-09,203.31976318359375,0.0074300891619771825,1
2018-07-10,202.1280517578125,-0.00586126703632428,1
2018-07-11,201.13497924804688,-0.004913086041889447,1
2018-07-12,205.48463439941406,0.021625552987494245,1
2018-07-13,205.88186645507812,0.0019331472488202106,1
2018-07-16,205.79246520996094,-0.0004342356452101681,1
2018-07-17,208.5333709716797,0.013318785791901266,1
2018-07-18,207.90769958496094,-0.0030003417860814396,1
2018-07-19,206.64651489257812,-0.006066079779154299,1
2018-07-20,208.48367309570312,0.008890342061079526,1
2018-07-23,209.4469451904297,0.004620371851777438,1
2018-07-24,213.18087768554688,0.01782758154683184,1
2018-07-25,215.99122619628906,0.01318292963821821,1
2018-07-26,175.03729248046875,-0.18960924680617397,1
2018-07-27,173.6768035888672,-0.007772565904796358,1
2018-07-30,169.87338256835938,-0.02189941858621136,1
2018-07-31,171.38282775878906,0.008885707505248863,1
2018-08-01,170.4592742919922,-0.005388833168844198,1
2018-08-02,175.1465301513672,0.027497804850124208,1
2018-08-03,176.54676818847656,0.007994666156955876,1
2018-08-06,184.4019012451172,0.044493213539058996,1
2018-08-07,182.53492736816406,-0.010124482797340795,1
2018-08-08,183.89541625976562,0.007453307217514249,1
2018-08-09,181.8199005126953,-0.011286391957363917,1
2018-08-10,179.00955200195312,-0.015456770699013522,1
2018-08-13,178.80101013183594,-0.001164976213754887,1
2018-08-14,179.85366821289062,0.005887316186180991,0
2018-08-15,178.28463745117188,-0.00872392972191982,0
2018-08-16,173.48814392089844,-0.026903571720177433,0
2018-08-17,172.59439086914062,-0.005151666457192117,0
2018-08-20,171.3033905029297,-0.007479967105013086,0
2018-08-21,171.4225616455078,0.0006956729941436368,0
2018-08-22,172.43545532226562,0.005908753591329585,0
2018-08-23,171.70059204101562,-0.004261671591127336,0
2018-08-24,173.43849182128906,0.010121687756663666,0
2018-08-27,176.22898864746094,0.016089259061634387,0
2018-08-28,175.03729248046875,-0.006762202836992581,0
2018-08-29,174.67979431152344,-0.0020424114420370953,0
2018-08-30,176.40773010253906,0.009892018695270677,0
2018-08-31,174.510986328125,-0.010752044557863494,0
2018-09-04,169.97268676757812,-0.026005810041172528,0
2018-09-05,166.02027893066406,-0.02325319386354474,0
2018-09-06,161.4025421142578,-0.027814293808859247,0
2018-09-07,161.9090118408203,0.003137929055689659,0
2018-09-10,163.04107666015625,0.00699198152385061,0
2018-09-11,164.78890991210938,0.010720201851931677,0
2018-09-12,160.876220703125,-0.02374364398108597,0
2018-09-13,160.24066162109375,-0.003950609227724722,0
2018-09-14,161.19400024414062,0.005949417665917611,0
2018-09-17,159.46607971191406,-0.010719508974338376,0
2018-09-18,159.18801879882812,-0.0017436994349411261,0
2018-09-19,161.92889404296875,0.017217848835749283,0
2018-09-20,164.86834716796875,0.018152740079976137,0
2018-09-21,161.7997589111328,-0.018612355309837847,0
2018-09-24,164.26255798339844,0.015221277762337726,0
2018-09-25,163.76605224609375,-0.0030226348804021086,0
2018-09-26,165.7918701171875,0.012370194208806584,0
2018-09-27,167.6687774658203,0.011320864812648157,0
2018-09-28,163.3191680908203,-0.025941677638143923,0
2018-10-01,161.3131866455078,-0.012282584272024888,0
2018-10-02,158.22476196289062,-0.019145519017017,0
2018-10-03,161.30322265625,0.019456251064428054,0
2018-10-04,157.74807739257812,-0.022040137854208774,0
2018-10-05,156.23863220214844,-0.00956870736797144,0
2018-10-08,156.15916442871094,-0.0005086307548742841,0
2018-10-09,156.80465698242188,0.00413355537648008,0
2018-10-10,150.32992553710938,-0.04129170376641511,0
2018-10-11,152.28622436523438,0.013013369235269634,0
2018-10-12,152.6735382080078,0.0025433281597717627,0
2018-10-15,152.45506286621094,-0.0014309967815064883,0
2018-10-16,157.67857360839844,0.03426262561559845,0
2018-10-17,158.3141326904297,0.0040307257193339385,0
2018-10-18,153.8453369140625,-0.02822739638226457,0
2018-10-19,152.9813690185547,-0.00561582114114012,0
2018-10-22,153.706298828125,0.00473868036494296,0
2018-10-23,153.3190155029297,-0.002519632104526659,0
2018-10-24,145.02691650390625,-0.054083956721369564,0
2018-10-25,149.9028778076172,0.033621078219501443,0
2018-10-26,144.361572265625,-0.036965971721395485,0
2018-10-29,141.1043243408203,-0.0225631230921437,0
2018-10-30,145.2056884765625,0.029066183158468206,0
2018-10-31,150.737060546875,0.03809335659191704,0
2018-11-01,150.69732666015625,-0.000263597330176113,0
2018-11-02,149.30706787109375,-0.009225503994491735,0
2018-11-05,147.64862060546875,-0.011107627316456647,0
2018-11-06,148.89987182617188,0.008474520219505344,0
2018-11-07,150.47886657714844,0.01060440638135618,0
2018-11-08,146.84422302246094,-0.024153847230262482,0
2018-11-09,143.95445251464844,-0.019679156921076024,0
2018-11-12,140.56808471679688,-0.023523883691662695,0
2018-11-13,141.17385864257812,0.004309469870075411,0
2018-11-14,143.21957397460938,0.014490751699367754,0
2018-11-15,142.85215759277344,-0.002565406191622044,0
2018-11-16,138.56210327148438,-0.030031428251288017,0
2018-11-19,130.63743591308594,-0.05719216994614795,0
2018-11-20,131.51133728027344,0.00668951714399002,0
2018-11-21,133.88478088378906,0.018047444825668668,0
2018-11-23,130.81622314453125,-0.022919391726243354,0
2018-11-26,135.43397521972656,0.03529953674089348,0
2018-11-27,134.06350708007812,-0.01011908671679318,0
2018-11-28,135.81130981445312,0.013037125258337445,0
2018-11-29,137.718017578125,0.014039388665618713,0
2018-11-30,139.6346435546875,0.013917031411487146,0
2018-12-03,140.11126708984375,0.003413361634497125,0
2018-12-04,136.9731903076172,-0.02239703378183233,0
2018-12-06,138.66140747070312,0.012325164941361821,0
2018-12-07,136.46673583984375,-0.01582755916654799,0
2018-12-10,140.86602783203125,0.03223710133545277,0
2018-12-11,141.09442138671875,0.001621352984836344,0
2018-12-12,143.49761962890625,0.01703255322618813,1
2018-12-13,144.00405883789062,0.003529251637024,1
2018-12-14,143.06065368652344,-0.006551240006569592,1
2018-12-17,139.217529296875,-0.026863601490802247,1
2018-12-18,142.6634521484375,0.02475207589853312,1
2018-12-19,132.3157501220703,-0.07253225595298707,1
2018-12-20,132.47462463378906,0.0012007226015964267,0
2018-12-21,124.08323669433594,-0.06334336075795766,0
2018-12-24,123.19940185546875,-0.007122918956767754,0
2018-12-26,133.2492218017578,0.08157360989527374,0
2018-12-27,133.5868682861328,0.0025339471391234714,0
2018-12-28,132.27601623535156,-0.009812731353006199,0
2018-12-31,130.18063354492188,-0.01584098727846084,0
2019-01-02,134.7388153076172,0.03501428467946743,0
2019-01-03,130.8261260986328,-0.029039064949854754,0
2019-01-04,136.99307250976562,0.047138492861001025,0
2019-01-07,137.0923614501953,0.0007247734400774863,0
2019-01-08,141.5413055419922,0.0324521661508701,0
2019-01-09,143.22947692871094,0.011927058184565853,0
2019-01-10,143.19972229003906,-0.0002077410272655067,0
2019-01-11,142.802490234375,-0.0027739722487695184,0
2019-01-14,144.38143920898438,0.01105687283196466,0
2019-01-15,147.91677856445312,0.024486106904306082,0
2019-01-16,146.51654052734375,-0.00946639083610945,0
2019-01-17,147.27127075195312,0.00515116055766085,0
2019-01-18,148.9991912841797,0.011732909775300726,0
2019-01-22,146.54632568359375,-0.016462274589851278,0
2019-01-23,143.2990264892578,-0.022158857816381827,0
2019-01-24,144.8184051513672,0.010602854041183996,0
2019-01-25,147.97633361816406,0.02180612653133518,0
2019-01-28,146.447021484375,-0.010334842717047432,0
2019-01-29,143.18975830078125,-0.02224192169003092,0
2019-01-30,149.37655639648438,0.04320698749073437,0
2019-01-31,165.53369140625,0.10816379356664485,0
2019-02-01,164.5605010986328,-0.00587910714338391,1
2019-02-04,168.07591247558594,0.021362425086722814,1
2019-02-05,169.97268676757812,0.01128522382567887,1
2019-02-06,169.30735778808594,-0.003914328779199505,1
2019-02-07,165.2258758544922,-0.02410693774279049,1
2019-02-08,166.1692657470703,0.005709698240056182,1
2019-02-11,164.6399383544922,-0.009203431126102113,1
2019-02-12,163.8951416015625,-0.004523791495390617,1
2019-02-13,162.93186950683594,-0.005877368208194511,1
2019-02-14,162.81272888183594,-0.0007312297180448457,1
2019-02-15,161.37277221679688,-0.00884425115240306,1
2019-02-19,161.16421508789062,-0.0012923935434787648,1
2019-02-20,161.43234252929688,0.0016636909208413986,1
2019-02-21,158.92982482910156,-0.015501959898408524,1
2019-02-22,160.76699829101562,0.011559651965196593,1
2019-02-25,163.47804260253906,0.016863189213845997,1
2019-02-26,162.99143981933594,-0.0029765635522452927,1
2019-02-27,161.68060302734375,-0.008042365865625567,1
2019-02-28,160.33004760742188,-0.008353230966694714,1
2019-03-01,161.15426635742188,0.005140762834538348,1
2019-03-04,166.20895385742188,0.03136552084069111,1
2019-03-05,170.07199096679688,0.02324205176508598,1
2019-03-06,171.31332397460938,0.007298867972062695,1
2019-03-07,167.956787109375,-0.019592970280185917,1
2019-03-08,168.42349243164062,0.0027787226125115527,1
2019-03-11,170.8763885498047,0.014563859724970651,1
2019-03-12,170.7274169921875,-0.0008718089074885027,1
2019-03-13,172.1673583984375,0.008434154464574961,1
2019-03-14,168.9895782470703,-0.018457506585034644,1
2019-03-15,164.82861328125,-0.024622612879338646,1
2019-03-18,159.3568572998047,-0.03319663905749637,1
2019-03-19,160.44921875,0.006854812956936129,1
2019-03-20,164.2923583984375,0.023952373706634278,1
2019-03-21,164.9279327392578,0.003868556925081812,1
2019-03-22,163.19998168945312,-0.010477006660457477,1
2019-03-25,165.13644409179688,0.011865579777015967,1
2019-03-26,166.51681518554688,0.00835897309852851,1
2019-03-27,164.71937561035156,-0.01079434274065627,1
2019-03-28,164.40159606933594,-0.00192921773676058,1
2019-03-29,165.53369140625,0.0068861578231673715,1
2019-04-01,167.52975463867188,0.01205835026975377,1
2019-04-02,172.9916229248047,0.03260237739805061,1
2019-04-03,172.336181640625,-0.0037888614089978123,1
2019-04-04,174.79896545410156,0.014290578972047996,1
2019-04-05,174.5010528564453,-0.0017043155654973274,1
2019-04-08,173.71652221679688,-0.004495850465119133,1
2019-04-09,176.34817504882812,0.015149122250714742,1
2019-04-10,176.58648681640625,0.0013513707613483916,1
2019-04-11,176.27862548828125,-0.001743402531390048,1
2019-04-12,177.85763549804688,0.008957467222085791,1
2019-04-15,178.40379333496094,0.003070758448939781,1
2019-04-16,177.62921142578125,-0.00434173452649278,1
2019-04-17,177.53982543945312,-0.000503216704114462,1
2019-04-18,177.04330444335938,-0.002796673900431923,1
2019-04-22,180.18138122558594,0.01772491081824845,1
2019-04-23,182.505126953125,0.012896702820974326,1
2019-04-24,181.3134765625,-0.006529407751548089,1
2019-04-25,191.9193878173828,0.05849488662375779,1
2019-04-26,190.1616668701172,-0.009158641903016851,1
