Date;Price;Open;High;Low;Vol.;Change %
09/30/2008;144.962;158.046;162.650;142.283;8.04M;-12.67%
09/29/2008;165.997;181.063;181.342;163.068;5.56M;-10.23%
09/26/2008;184.913;187.619;189.293;179.947;3.27M;-3.18%
09/25/2008;190.995;183.992;192.780;180.784;3.45M;3.20%
09/24/2008;185.080;193.617;195.291;182.039;3.91M;-3.44%
09/23/2008;191.664;192.501;196.407;185.805;3.17M;-1.69%
09/22/2008;194.956;201.847;209.101;194.872;4.22M;-2.32%
09/19/2008;199.587;192.501;203.103;186.363;8.53M;13.41%
09/18/2008;175.985;173.530;181.621;172.833;5.58M;-1.00%
09/17/2008;177.770;197.802;199.197;177.436;6.47M;-8.16%
09/16/2008;193.561;197.941;201.010;188.316;5.87M;-4.44%
09/15/2008;202.545;200.871;206.869;193.477;5.87M;-3.07%
09/12/2008;208.961;210.496;210.775;204.916;2.16M;0.81%
09/11/2008;207.287;208.682;209.101;201.987;2.80M;-1.35%
09/10/2008;210.133;211.891;213.286;208.403;2.91M;-1.15%
09/09/2008;212.588;214.262;219.563;211.054;3.78M;-0.88%
09/08/2008;214.485;214.820;220.121;213.286;4.15M;5.11%
09/05/2008;204.051;204.358;207.566;201.708;3.30M;-1.77%
09/04/2008;207.734;210.496;213.983;207.287;3.21M;-1.27%
09/03/2008;210.412;210.496;212.170;209.101;2.04M;-0.63%
09/02/2008;211.751;207.566;214.123;206.171;2.51M;2.73%
09/01/2008;206.116;202.824;207.008;202.266;1.25M;0.27%
08/29/2008;205.558;205.335;207.148;203.103;1.84M;0.63%
08/28/2008;204.274;196.965;206.590;195.570;2.56M;3.56%
08/27/2008;197.244;197.662;198.220;195.430;1.45M;-0.79%
08/26/2008;198.806;196.965;199.336;194.733;1.81M;0.14%
08/25/2008;198.527;201.429;201.429;197.941;1.02M;-1.28%
08/22/2008;201.094;197.523;201.847;195.291;1.86M;2.10%
08/21/2008;196.965;199.755;200.731;195.988;1.63M;-2.19%
08/20/2008;201.373;204.219;205.195;197.523;1.89M;-1.12%
08/19/2008;203.661;206.450;206.590;202.963;1.91M;-2.56%
08/18/2008;209.017;209.798;211.472;207.566;1.25M;-0.40%
08/14/2008;209.854;211.751;213.425;206.590;1.47M;-0.45%
08/13/2008;210.803;215.099;215.936;209.798;2.05M;-3.33%
08/12/2008;218.056;219.284;221.376;215.796;2.02M;-1.16%
08/11/2008;220.623;220.679;223.329;219.423;1.88M;0.69%
08/08/2008;219.116;220.400;221.655;214.262;2.13M;-1.65%
08/07/2008;222.799;219.842;225.561;219.284;2.11M;0.83%
08/06/2008;220.958;222.074;223.050;217.191;1.91M;0.08%
08/05/2008;220.790;210.077;221.376;209.101;2.85M;5.86%
08/04/2008;208.571;211.472;211.891;207.427;1.69M;-2.17%
08/01/2008;213.202;212.728;217.610;211.612;2.06M;-0.75%
07/31/2008;214.820;212.030;218.865;211.891;2.16M;0.84%
07/30/2008;213.035;215.378;215.378;211.054;2.46M;1.25%
07/29/2008;210.412;208.264;212.030;205.195;3.27M;-1.49%
07/28/2008;213.592;218.726;218.726;212.728;2.47M;-3.50%
07/25/2008;221.348;218.168;222.632;216.076;3.27M;-1.15%
07/24/2008;223.915;224.166;227.096;222.492;2.12M;0.43%
07/23/2008;222.967;220.260;224.864;219.005;3.17M;3.04%
07/22/2008;216.382;211.472;217.610;208.264;2.43M;0.70%
07/21/2008;214.876;215.936;217.331;210.077;2.63M;-0.03%
07/18/2008;214.932;204.497;215.378;203.242;4.12M;4.76%
07/17/2008;205.167;203.661;208.543;201.568;4.36M;3.17%
07/16/2008;198.862;193.896;199.894;186.921;3.86M;2.95%
07/15/2008;193.171;198.639;198.778;187.479;4.26M;-3.94%
07/14/2008;201.094;200.034;204.079;199.894;2.21M;1.32%
07/11/2008;198.471;206.450;206.450;198.360;2.30M;-3.18%
07/10/2008;205.000;200.871;209.519;200.592;2.71M;-0.27%
07/09/2008;205.558;202.405;207.427;201.429;2.67M;3.28%
07/08/2008;199.029;200.034;200.592;196.686;2.71M;-2.51%
07/07/2008;204.163;204.777;206.032;202.405;1.96M;0.94%
07/04/2008;202.266;212.030;212.030;202.266;2.33M;-4.08%
07/03/2008;210.858;204.777;213.425;204.497;3.36M;1.04%
07/02/2008;208.682;209.659;212.170;205.335;2.65M;0.05%
07/01/2008;208.571;217.052;217.052;206.450;3.00M;-3.86%
06/30/2008;216.940;215.936;217.749;211.891;1.97M;0.28%
06/27/2008;216.327;218.447;219.005;212.030;2.80M;-1.75%
06/26/2008;220.177;226.956;226.956;218.865;3.66M;-4.29%
06/25/2008;230.053;227.653;231.838;225.980;2.38M;1.75%
06/24/2008;226.091;224.445;227.514;220.679;2.11M;0.40%
06/23/2008;225.198;224.027;229.048;224.027;2.00M;0.57%
06/20/2008;223.915;224.724;228.072;218.168;2.93M;-0.17%
06/19/2008;224.306;223.329;227.653;223.050;2.36M;-0.37%
06/18/2008;225.143;227.653;228.630;224.306;2.10M;-1.71%
06/17/2008;229.048;230.722;232.396;225.003;2.36M;2.19%
06/16/2008;224.138;227.793;231.141;221.376;2.19M;-1.59%
06/13/2008;227.765;223.050;228.211;220.260;2.16M;1.54%
06/12/2008;224.306;223.748;225.421;219.981;2.70M;0.73%
06/11/2008;222.688;229.746;231.699;221.516;2.97M;-2.30%
06/10/2008;227.932;227.096;230.583;224.027;2.29M;-0.68%
06/09/2008;229.495;230.583;232.675;227.793;1.87M;-1.08%
06/06/2008;232.006;243.277;243.695;231.001;2.64M;-3.84%
06/05/2008;241.268;243.695;244.393;239.092;1.93M;-0.78%
06/04/2008;243.165;242.440;243.835;238.952;1.58M;-0.16%
06/03/2008;243.556;244.114;247.043;242.719;1.62M;-0.71%
06/02/2008;245.285;249.693;249.693;244.393;2.33M;-2.16%
05/30/2008;250.698;243.277;250.670;243.137;3.14M;4.05%
05/29/2008;240.933;244.532;244.532;239.092;3.13M;-0.51%
05/28/2008;242.161;246.764;247.601;241.742;3.14M;-1.45%
05/27/2008;245.732;239.929;247.182;235.884;7.28M;3.23%
05/26/2008;238.032;240.487;241.184;237.418;3.14M;-1.91%
05/23/2008;242.663;245.788;245.788;241.742;4.48M;-1.05%
05/22/2008;245.230;236.581;246.625;235.605;6.30M;2.30%
05/21/2008;239.706;246.764;247.182;238.394;4.81M;-2.36%
05/20/2008;245.509;247.740;248.298;244.532;4.25M;-1.46%
05/19/2008;249.135;250.809;251.925;247.322;1.77M;-5.08%
05/16/2008;262.471;265.317;268.107;261.550;2.08M;-1.16%
05/15/2008;265.540;268.525;268.525;262.945;4.90M;-0.63%
05/14/2008;267.214;267.828;271.175;265.177;10.22M;0.61%
05/13/2008;265.596;264.619;266.433;260.155;7.62M;1.54%
05/12/2008;261.578;262.945;263.922;259.737;6.92M;-0.76%
05/09/2008;263.587;260.853;265.038;258.342;6.21M;-1.21%
05/08/2008;266.823;269.223;270.478;265.038;5.05M;-3.26%
05/07/2008;275.807;273.686;276.476;270.757;4.76M;0.47%
05/06/2008;274.523;277.871;279.824;271.733;3.74M;-1.80%
05/05/2008;279.545;280.382;281.777;278.150;1.28M;-0.63%
05/02/2008;281.331;276.197;282.753;274.105;4.56M;3.30%
04/30/2008;272.347;273.128;274.523;269.780;2.91M;-0.31%
04/29/2008;273.184;274.942;274.942;266.991;1.75M;-0.79%
04/28/2008;275.360;277.313;278.987;274.105;1.98M;-0.36%
04/25/2008;276.365;268.944;278.848;268.664;2.67M;3.40%
04/24/2008;267.270;260.574;267.549;260.574;2.56M;3.21%
04/23/2008;258.956;265.596;266.851;252.065;4.89M;-2.05%
04/22/2008;264.368;265.456;266.991;262.945;1.73M;-0.80%
04/21/2008;266.488;269.501;272.431;264.061;2.39M;-0.56%
04/18/2008;267.995;261.550;270.617;261.411;3.37M;3.51%
04/17/2008;258.900;260.853;263.224;255.692;2.23M;-0.22%
04/16/2008;259.458;258.621;259.458;253.599;2.05M;1.51%
04/15/2008;255.608;261.690;261.690;253.460;1.96M;-1.27%
04/14/2008;258.900;258.203;260.295;256.947;1.48M;-1.32%
04/11/2008;262.359;267.967;268.664;260.992;1.75M;-1.28%
04/10/2008;265.763;266.851;266.851;261.829;1.63M;-0.65%
04/09/2008;267.493;268.246;269.362;265.317;1.96M;-0.97%
04/08/2008;270.115;266.014;270.617;262.806;2.28M;0.83%
04/07/2008;267.883;266.014;271.454;264.061;2.72M;1.76%
04/04/2008;263.252;262.806;267.270;261.411;2.63M;0.77%
04/03/2008;261.243;263.643;263.782;257.923;2.38M;-0.72%
04/02/2008;263.141;257.505;266.991;254.576;5.75M;4.13%
04/01/2008;252.706;235.326;253.878;235.326;4.42M;6.89%
03/31/2008;236.414;236.302;237.139;233.652;2.04M;-1.00%
03/28/2008;238.813;237.697;239.371;235.744;2.37M;0.73%
03/27/2008;237.083;231.559;240.766;231.559;3.57M;1.53%
03/26/2008;233.512;235.605;238.534;231.280;2.85M;-1.90%
03/25/2008;238.032;245.509;245.509;235.744;3.88M;3.17%
03/20/2008;230.722;237.139;240.068;226.956;5.82M;-4.48%
03/19/2008;241.547;250.251;251.646;239.510;3.49M;-2.26%
03/18/2008;247.127;240.208;247.601;239.650;3.15M;4.19%
03/17/2008;237.195;237.697;244.114;234.489;3.88M;-4.39%
03/14/2008;248.075;252.623;260.016;245.648;3.24M;-2.61%
03/13/2008;254.715;259.598;262.806;242.858;6.86M;-4.02%
03/12/2008;265.372;268.385;271.733;263.782;2.41M;0.36%
03/11/2008;264.424;256.668;267.967;255.831;2.51M;3.47%
03/10/2008;255.552;256.947;259.876;252.902;1.57M;-0.89%
03/07/2008;257.840;258.342;261.411;253.878;2.49M;-1.51%
03/06/2008;261.801;268.107;268.107;260.434;1.75M;-3.06%
03/05/2008;270.060;266.572;270.757;265.038;1.62M;2.50%
03/04/2008;263.475;269.501;272.849;261.411;2.54M;-2.38%
03/03/2008;269.892;265.596;272.291;265.317;1.79M;-0.94%
02/29/2008;272.459;276.476;277.313;268.107;2.67M;-2.24%
02/28/2008;278.708;282.614;285.404;275.639;2.16M;-1.75%
02/27/2008;283.674;284.846;285.125;279.266;2.12M;0.10%
02/26/2008;283.395;278.569;284.009;277.592;2.50M;2.30%
02/25/2008;277.034;273.686;277.871;272.431;1.75M;2.99%
02/22/2008;268.999;273.547;278.290;267.549;2.08M;-2.21%
02/21/2008;275.081;276.476;281.079;273.965;1.60M;0.33%
02/20/2008;274.189;270.060;275.500;267.967;2.36M;0.31%
02/19/2008;273.352;272.989;278.429;269.780;2.16M;-0.63%
02/18/2008;275.081;273.268;275.081;269.641;1.38M;1.96%
02/15/2008;269.780;279.266;282.335;269.501;3.14M;-3.42%
02/14/2008;279.322;279.824;285.125;273.686;3.75M;0.76%
02/13/2008;277.202;267.688;279.545;266.712;3.76M;2.58%
02/12/2008;270.227;257.366;270.617;253.739;4.95M;6.35%
02/11/2008;254.101;253.739;257.226;248.577;2.47M;-0.35%
02/08/2008;254.994;264.061;266.712;253.599;2.90M;-2.64%
02/07/2008;261.913;270.060;272.989;260.853;2.87M;-3.18%
02/06/2008;270.506;270.339;275.360;267.549;2.40M;-0.55%
02/05/2008;272.012;282.335;282.335;271.733;2.29M;-3.88%
02/04/2008;283.004;286.241;287.636;280.940;2.01M;-0.18%
02/01/2008;283.507;277.871;284.288;276.755;3.10M;3.34%
01/31/2008;274.356;280.661;282.614;267.270;4.72M;-2.75%
01/30/2008;282.112;276.476;285.125;275.221;2.39M;1.34%
01/29/2008;278.373;284.567;285.404;273.965;3.00M;-1.17%
01/28/2008;281.665;271.175;282.335;271.175;2.15M;1.22%
01/25/2008;278.262;288.473;290.147;275.639;3.00M;-2.22%
01/24/2008;284.567;281.777;285.683;278.150;3.67M;5.28%
01/23/2008;270.283;288.194;288.473;260.574;4.79M;-4.40%
01/22/2008;282.725;257.087;284.706;252.902;6.02M;4.41%
01/21/2008;270.785;292.378;292.936;270.060;5.87M;-8.90%
01/18/2008;297.233;306.886;308.839;295.447;4.10M;-3.60%
01/17/2008;308.336;313.581;317.208;304.654;2.68M;-0.61%
01/16/2008;310.234;305.491;313.302;304.096;3.11M;0.62%
01/15/2008;308.336;316.650;317.487;308.002;2.50M;-3.07%
01/14/2008;318.101;316.929;320.277;315.255;1.77M;0.44%
01/11/2008;316.706;309.955;318.045;308.839;2.27M;2.16%
01/10/2008;310.010;306.886;312.466;306.886;2.52M;1.39%
01/09/2008;305.770;301.585;307.165;300.748;2.52M;0.75%
01/08/2008;303.482;306.328;306.886;299.074;2.75M;-0.09%
01/07/2008;303.761;304.654;307.444;301.864;1.85M;-0.40%
01/04/2008;304.989;310.513;313.302;302.980;2.29M;-2.34%
01/03/2008;312.298;310.513;313.302;307.444;1.88M;0.54%
01/02/2008;310.624;316.371;317.208;309.955;1.38M;-1.97%
12/28/2007;316.874;313.581;317.487;312.745;934.62K;0.60%
12/27/2007;314.976;318.045;318.045;313.302;1.12M;0.39%
12/21/2007;313.749;308.281;315.255;308.281;3.17M;2.53%
12/20/2007;305.993;309.676;310.513;304.933;2.21M;-0.85%
12/19/2007;308.616;310.792;313.023;308.002;2.84M;-1.36%
12/18/2007;312.856;310.792;317.487;310.792;2.85M;0.70%
12/17/2007;310.680;315.255;315.813;309.676;2.79M;-2.66%
12/14/2007;319.161;323.346;323.625;316.092;2.92M;-0.69%
12/13/2007;321.393;327.810;329.205;321.114;3.96M;-3.34%
12/12/2007;332.497;326.973;337.574;324.183;3.90M;0.22%
12/11/2007;331.771;337.016;338.132;330.042;2.29M;-1.36%
12/10/2007;336.347;329.484;337.016;329.205;2.78M;1.34%
12/07/2007;331.883;329.484;331.995;328.089;2.11M;1.48%
12/06/2007;327.029;325.578;330.879;324.462;3.11M;0.76%
12/05/2007;324.573;321.672;324.741;319.998;2.14M;1.52%
12/04/2007;319.719;324.183;324.183;316.929;2.96M;-1.53%
12/03/2007;324.685;322.509;328.647;322.230;2.92M;-0.05%
11/30/2007;324.853;319.161;326.973;316.650;3.56M;2.43%
11/29/2007;317.152;322.230;324.462;312.186;4.61M;-0.30%
11/28/2007;318.101;310.792;319.440;305.212;4.15M;2.87%
11/27/2007;309.229;305.212;312.186;302.422;4.42M;0.60%
11/26/2007;307.388;320.277;321.393;306.049;3.55M;-3.22%
11/23/2007;317.599;302.980;319.719;302.422;3.76M;4.52%
11/22/2007;303.873;304.375;306.607;301.027;1.98M;0.55%
11/21/2007;302.199;301.585;306.328;296.284;4.06M;-0.07%
11/20/2007;302.422;299.353;304.375;290.983;3.86M;1.78%
11/19/2007;297.121;309.397;309.676;295.447;3.42M;-3.38%
11/16/2007;307.500;312.186;312.466;304.654;2.86M;-1.87%
11/15/2007;313.358;311.908;314.139;307.723;3.80M;0.61%
11/14/2007;311.461;319.440;324.462;307.165;6.29M;-0.02%
11/13/2007;311.517;301.864;313.023;297.121;4.82M;2.67%
11/12/2007;303.426;283.730;303.817;283.451;6.07M;6.19%
11/09/2007;285.738;294.052;296.842;277.871;6.39M;-2.62%
11/08/2007;293.439;300.469;301.027;291.542;6.08M;-3.84%
11/07/2007;305.156;313.023;314.139;303.817;3.78M;-1.74%
11/06/2007;310.568;314.139;316.929;308.002;3.20M;-0.93%
11/05/2007;313.470;310.234;314.418;309.955;2.91M;-0.18%
11/02/2007;314.028;311.349;317.487;307.723;4.73M;0.07%
11/01/2007;313.805;330.321;333.111;307.723;5.33M;-4.68%
10/31/2007;329.205;323.904;330.600;322.788;3.05M;2.11%
10/30/2007;322.397;315.813;323.346;314.697;2.23M;1.89%
10/29/2007;316.427;315.534;319.998;314.418;2.52M;1.18%
10/26/2007;312.745;316.650;316.650;306.049;4.02M;-0.57%
10/25/2007;314.530;316.929;319.998;313.023;3.14M;-0.27%
10/24/2007;315.367;319.440;321.672;313.581;2.78M;-1.82%
10/23/2007;321.226;325.857;326.973;320.556;2.46M;-0.50%
10/22/2007;322.844;317.487;323.067;315.813;3.52M;0.09%
10/19/2007;322.565;322.230;326.973;319.998;2.92M;-0.34%
10/18/2007;323.681;328.368;329.484;322.788;3.04M;-1.38%
10/17/2007;328.200;331.995;336.179;327.531;3.17M;-0.98%
10/16/2007;331.437;330.879;331.995;326.694;3.12M;-0.79%
10/15/2007;334.059;344.270;344.270;333.111;3.43M;-3.17%
10/12/2007;344.995;342.038;345.107;339.248;2.27M;-0.18%
10/11/2007;345.609;350.129;351.245;344.549;2.46M;-1.42%
10/10/2007;350.575;354.871;355.151;349.013;1.75M;-1.15%
10/09/2007;354.648;350.966;356.267;349.013;2.33M;0.99%
10/08/2007;351.189;354.871;355.708;350.687;1.79M;-0.55%
10/05/2007;353.142;349.292;355.151;349.292;2.10M;0.84%
10/04/2007;350.185;348.176;352.082;348.176;2.51M;-0.22%
10/03/2007;350.966;350.687;352.640;348.176;3.04M;0.38%
10/02/2007;349.627;343.991;350.966;343.433;4.46M;2.52%
10/01/2007;341.034;331.158;342.038;328.647;3.52M;1.87%
09/28/2007;334.784;337.016;340.643;333.111;3.81M;-0.74%
09/27/2007;337.295;338.411;340.364;336.737;2.69M;0.83%
09/26/2007;334.505;330.879;335.342;330.321;1.95M;1.64%
09/25/2007;329.093;330.321;331.437;326.136;2.65M;-0.99%
09/24/2007;332.385;332.553;336.737;331.437;2.13M;-0.82%
09/21/2007;335.119;334.784;338.132;333.668;3.12M;-0.56%
09/20/2007;337.016;338.690;340.922;333.948;3.70M;-2.01%
09/19/2007;343.935;342.875;346.223;340.364;5.63M;4.05%
09/18/2007;330.544;317.487;331.716;317.208;3.34M;3.13%
09/17/2007;320.500;323.625;323.625;316.371;2.76M;-1.17%
09/14/2007;324.294;328.926;329.763;321.393;3.09M;-2.24%
09/13/2007;331.716;325.020;332.832;320.277;2.81M;1.94%
09/12/2007;325.410;321.393;326.694;319.719;2.43M;0.83%
09/11/2007;322.732;321.951;323.625;319.719;2.30M;1.26%
09/10/2007;318.715;321.951;323.904;316.650;3.47M;-0.80%
09/07/2007;321.281;332.553;332.553;318.045;5.56M;-4.22%
09/06/2007;335.454;341.480;343.433;332.274;4.00M;-1.12%
09/05/2007;339.248;350.408;350.687;338.969;3.23M;-3.69%
09/04/2007;352.249;349.850;352.640;347.618;1.65M;0.27%
09/03/2007;351.301;352.082;352.640;349.571;946.65K;0.27%
08/31/2007;350.352;351.524;354.314;348.734;2.79M;0.18%
08/30/2007;349.738;349.013;350.687;342.038;2.74M;1.23%
08/29/2007;345.498;338.969;349.013;336.179;4.60M;1.51%
08/28/2007;340.364;352.640;354.035;339.527;2.89M;-3.59%
08/27/2007;353.030;354.871;355.987;351.524;1.23M;-0.02%
08/24/2007;353.086;350.408;355.430;349.292;1.84M;0.36%
08/23/2007;351.803;355.430;356.546;351.245;2.15M;0.32%
08/22/2007;350.687;345.107;352.919;345.107;3.38M;2.10%
08/21/2007;343.489;345.107;346.502;341.201;3.63M;-0.47%
08/20/2007;345.107;346.502;350.408;343.712;3.68M;1.21%
08/17/2007;340.978;327.531;349.850;325.857;5.50M;3.93%
08/16/2007;328.089;327.531;337.574;327.252;4.81M;-3.45%
08/14/2007;339.806;340.922;348.176;338.132;2.63M;-1.57%
08/13/2007;345.219;340.922;348.734;339.806;3.11M;2.50%
08/10/2007;336.793;342.317;342.317;324.183;6.80M;-3.59%
08/09/2007;349.348;355.708;355.708;346.223;3.87M;-2.16%
08/08/2007;357.048;354.871;358.777;353.477;2.74M;1.57%
08/07/2007;351.524;345.665;351.524;345.386;2.88M;3.26%
08/06/2007;340.420;340.922;345.944;339.806;2.87M;-1.58%
08/03/2007;345.888;349.571;354.592;344.549;3.43M;-0.70%
08/02/2007;348.343;345.665;350.687;342.875;3.47M;1.99%
08/01/2007;341.536;341.201;346.223;338.969;4.09M;-2.42%
07/31/2007;350.017;342.317;350.687;342.317;4.11M;3.21%
07/30/2007;339.137;339.527;342.596;336.737;3.02M;-0.07%
07/27/2007;339.360;337.295;345.665;334.505;4.59M;-0.44%
07/26/2007;340.866;351.245;351.245;340.643;3.17M;-2.82%
07/25/2007;350.742;351.524;355.430;348.455;2.92M;-0.91%
07/24/2007;353.979;357.940;361.009;352.919;2.44M;-1.43%
07/23/2007;359.112;357.382;360.172;355.430;2.08M;0.66%
07/20/2007;356.769;364.915;365.194;356.546;2.23M;-2.02%
07/19/2007;364.134;364.078;365.752;361.567;1.59M;0.63%
07/18/2007;361.846;360.172;366.310;359.614;2.37M;-0.38%
07/17/2007;363.241;366.589;367.705;362.404;1.88M;-1.17%
07/16/2007;367.538;366.589;368.263;365.752;1.50M;0.32%
07/13/2007;366.366;369.379;369.379;365.473;1.52M;0.40%
07/12/2007;364.915;362.404;364.915;359.614;1.69M;1.11%
07/11/2007;360.898;362.683;363.520;357.382;2.92M;-1.33%
07/10/2007;365.752;372.448;374.122;364.915;1.99M;-1.99%
07/09/2007;373.173;374.680;376.353;372.727;1.19M;-0.03%
07/06/2007;373.285;368.821;375.238;368.821;1.44M;0.74%
07/05/2007;370.551;376.911;377.470;369.379;1.98M;-1.13%
07/04/2007;374.791;374.401;377.190;374.122;871.52K;0.22%
07/03/2007;373.954;369.937;375.796;369.658;1.68M;1.51%
07/02/2007;368.375;369.100;369.937;365.194;1.51M;-0.41%
06/29/2007;369.881;369.937;371.890;367.984;1.42M;0.14%
06/28/2007;369.379;372.727;373.006;368.542;1.52M;0.20%
06/27/2007;368.654;368.542;370.495;363.520;2.90M;-0.18%
06/26/2007;369.323;373.006;373.564;368.263;2.50M;-1.81%
06/25/2007;376.130;373.843;376.911;371.611;1.36M;-0.25%
06/22/2007;377.079;379.980;381.933;376.633;1.41M;-0.52%
06/21/2007;379.032;382.770;384.165;376.633;2.06M;-1.59%
06/20/2007;385.169;388.629;389.187;384.723;1.47M;-0.33%
06/19/2007;386.453;386.397;387.792;383.886;1.36M;0.22%
06/18/2007;385.616;390.582;390.582;384.444;1.74M;-0.50%
06/15/2007;387.569;384.723;388.350;383.049;3.93M;1.62%
06/14/2007;381.375;378.864;381.933;378.027;2.45M;1.59%
06/13/2007;375.405;373.285;376.911;366.589;2.53M;1.77%
06/12/2007;368.877;376.353;376.911;367.426;3.81M;-2.10%
06/11/2007;376.800;380.817;380.817;376.074;1.65M;-0.07%
06/08/2007;377.079;376.074;379.422;372.727;2.77M;-0.09%
06/07/2007;377.414;385.839;385.839;376.353;2.73M;-1.63%
06/06/2007;383.663;388.629;391.419;383.049;1.88M;-1.66%
06/05/2007;390.135;383.328;390.582;382.491;3.42M;2.27%
06/04/2007;381.487;385.560;385.560;378.585;3.69M;-0.90%
06/01/2007;384.946;390.861;391.140;384.165;2.89M;-1.12%
05/31/2007;389.298;392.814;394.488;388.629;2.70M;-0.48%
05/30/2007;391.196;386.676;392.256;383.049;5.10M;0.72%
05/29/2007;388.406;394.767;394.767;387.792;4.95M;-1.11%
05/28/2007;392.758;391.698;394.488;391.140;1.72M;0.54%
05/25/2007;390.638;385.281;392.256;383.607;7.14M;1.07%
05/24/2007;386.509;392.535;393.372;384.723;5.47M;-1.70%
05/23/2007;393.204;392.814;397.278;391.419;3.01M;0.06%
05/22/2007;392.981;398.393;399.788;392.256;4.57M;-0.51%
05/21/2007;394.990;411.785;412.343;388.350;5.97M;-5.74%
05/18/2007;419.039;419.039;419.318;418.481;335.67K;0.28%
05/17/2007;417.867;421.270;421.549;416.807;5.96M;-0.40%
05/16/2007;419.541;423.502;424.618;417.086;6.74M;-0.82%
05/15/2007;423.000;415.133;424.060;414.017;8.69M;1.53%
05/14/2007;416.639;431.035;431.035;414.575;5.79M;-0.05%
05/11/2007;416.862;415.412;418.481;410.111;4.78M;-0.80%
05/10/2007;420.210;430.756;433.267;418.481;3.33M;-1.40%
05/09/2007;426.181;423.502;432.430;423.502;2.05M;1.03%
05/08/2007;421.828;422.944;424.339;417.923;5.37M;-0.25%
05/07/2007;422.889;424.060;425.455;421.828;991.61K;0.11%
05/04/2007;422.442;423.502;427.129;420.991;2.69M;-0.21%
05/03/2007;423.335;425.734;426.013;421.270;2.60M;-0.09%
05/02/2007;423.725;426.292;427.408;422.386;1.91M;0.18%
04/30/2007;422.944;420.155;425.734;419.318;890.71K;0.05%
04/27/2007;422.721;428.524;429.361;421.270;3.02M;-1.33%
04/26/2007;428.413;423.502;429.361;422.944;1.93M;1.82%
04/25/2007;420.768;419.596;422.386;417.365;2.44M;1.19%
04/24/2007;415.802;415.691;418.760;412.343;1.51M;-0.19%
04/23/2007;416.583;417.086;422.665;414.854;2.14M;-0.01%
04/20/2007;416.639;407.600;432.430;406.484;5.95M;3.16%
04/19/2007;403.862;405.368;406.484;402.578;1.61M;-1.36%
04/18/2007;409.441;411.227;412.064;406.205;1.57M;-0.94%
04/17/2007;413.347;410.669;414.017;408.437;1.49M;0.72%
04/16/2007;410.390;405.647;412.622;405.368;1.43M;1.35%
04/13/2007;404.922;403.136;405.089;400.904;847.93K;0.57%
04/12/2007;402.634;402.299;403.973;398.393;1.03M;0.29%
04/11/2007;401.462;401.183;405.926;400.346;1.14M;-0.21%
04/10/2007;402.299;398.115;403.136;396.999;1.01M;1.15%
04/05/2007;397.724;397.836;398.393;395.883;762.07K;0.11%
04/04/2007;397.278;400.346;401.183;396.441;1.31M;-1.26%
04/03/2007;402.355;397.836;403.415;396.441;1.12M;1.49%
04/02/2007;396.441;395.604;396.999;392.814;838.24K;-0.28%
03/30/2007;397.556;396.441;400.346;393.372;1.27M;0.24%
03/29/2007;396.608;392.256;396.720;391.419;1.30M;1.80%
03/28/2007;389.578;390.303;391.977;387.792;1.85M;-1.10%
03/27/2007;393.930;392.535;395.046;390.861;1.38M;1.04%
03/26/2007;389.857;396.162;396.441;387.513;2.19M;-1.79%
03/23/2007;396.943;397.278;398.393;393.930;1.84M;-0.34%
03/22/2007;398.282;389.745;399.509;386.397;3.38M;4.88%
03/21/2007;379.757;379.143;381.933;376.911;1.36M;-0.10%
03/20/2007;380.148;380.259;380.817;375.517;1.72M;-0.09%
03/19/2007;380.483;378.864;381.654;377.749;1.77M;2.13%
03/16/2007;372.559;369.937;374.401;365.752;2.50M;0.94%
03/15/2007;369.100;368.263;370.216;365.473;1.84M;1.77%
03/14/2007;362.683;367.426;368.821;362.125;2.21M;-3.06%
03/13/2007;374.122;381.933;383.049;373.285;1.35M;-1.95%
03/12/2007;381.543;385.002;387.234;379.980;1.15M;-0.31%
03/09/2007;382.714;382.770;385.560;379.980;1.16M;-0.19%
03/08/2007;383.440;378.306;385.002;378.306;1.52M;1.66%
03/07/2007;377.190;381.933;381.933;376.633;1.44M;-0.84%
03/06/2007;380.371;379.422;381.096;376.633;1.22M;1.25%
03/05/2007;375.684;374.959;377.190;373.564;2.56M;-1.87%
03/02/2007;382.826;385.839;387.792;381.096;2.16M;-0.61%
03/01/2007;385.169;391.419;392.535;378.864;2.79M;-1.46%
02/28/2007;390.861;390.582;393.372;388.071;2.29M;-1.31%
02/27/2007;396.050;406.205;406.205;394.209;2.41M;-1.91%
02/26/2007;403.750;401.183;403.973;400.067;698.85K;0.98%
02/23/2007;399.844;403.415;403.415;398.393;1.03M;-0.73%
02/22/2007;402.802;403.694;406.205;402.020;926.53K;0.18%
02/21/2007;402.076;404.810;407.321;399.230;1.23M;-0.47%
02/20/2007;403.973;404.531;404.531;398.952;1.25M;0.40%
02/19/2007;402.355;405.089;405.926;401.183;973.14K;-0.46%
02/16/2007;404.196;404.531;405.368;402.578;855.47K;-0.18%
02/15/2007;404.922;408.158;408.158;403.136;810.51K;-0.37%
02/14/2007;406.428;404.810;407.042;403.415;791.25K;0.82%
02/13/2007;403.136;402.020;403.694;400.625;991.04K;0.63%
02/12/2007;400.625;403.415;404.252;399.788;964.97K;-1.24%
02/09/2007;405.647;404.531;408.158;403.136;1.12M;0.28%
02/08/2007;404.531;412.343;412.343;403.415;1.70M;-1.65%
